"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 26, 2018","10,250.0","9,680.0","10,390.0","9,270.0","0.75K","7.44%"
"Feb 25, 2018","9,540.0","9,680.0","9,685.0","9,540.0","-","-7.55%"
"Feb 23, 2018","10,319.4","9,975.0","10,360.0","9,590.0","0.30K","2.32%"
"Feb 22, 2018","10,085.0","10,505.0","10,900.0","9,710.0","1.17K","-2.75%"
"Feb 21, 2018","10,370.0","11,240.0","11,340.0","10,220.0","1.33K","-11.63%"
"Feb 20, 2018","11,735.0","10,350.0","11,760.0","10,315.0","2.08K","4.96%"
"Feb 19, 2018","11,180.0","10,380.0","11,255.0","10,315.0","-","7.71%"
"Feb 18, 2018","10,380.0","10,120.0","10,500.0","10,120.0","-","3.59%"
"Feb 16, 2018","10,020.0","10,090.0","10,265.0","9,675.0","1.10K","-0.69%"
"Feb 15, 2018","10,090.0","9,400.0","10,180.0","9,375.0","1.78K","8.61%"
"Feb 14, 2018","9,290.0","8,505.0","9,390.0","8,505.0","0.94K","6.78%"
"Feb 13, 2018","8,700.0","8,925.0","9,000.0","8,335.0","0.55K","-1.81%"
"Feb 12, 2018","8,860.0","8,380.0","8,920.0","8,075.0","0.68K","9.38%"
"Feb 11, 2018","8,100.0","8,380.0","8,380.0","8,075.0","-","-5.92%"
"Feb 09, 2018","8,610.0","8,165.0","8,770.0","7,715.0","0.76K","3.42%"
"Feb 08, 2018","8,325.0","7,790.0","8,690.0","7,645.0","0.91K","0.97%"
"Feb 07, 2018","8,245.0","7,620.0","8,540.0","7,235.0","1.38K","9.21%"
"Feb 06, 2018","7,550.0","6,850.0","7,920.0","5,970.0","2.23K","3.99%"
"Feb 05, 2018","7,260.0","8,305.0","8,315.0","6,870.0","2.19K","-10.81%"
"Feb 04, 2018","8,140.0","8,590.0","8,590.0","8,140.0","-","-5.18%"
"Feb 02, 2018","8,585.0","8,890.0","9,075.0","7,750.0","2.54K","-5.56%"
"Feb 01, 2018","9,090.0","10,020.0","10,175.0","8,480.0","1.49K","-9.10%"
"Jan 31, 2018","10,000.0","10,000.0","10,275.0","9,500.0","0.84K","0.60%"
"Jan 30, 2018","9,940.0","11,120.0","11,245.0","9,720.0","1.14K","-11.01%"
"Jan 29, 2018","11,170.0","11,510.0","11,775.0","10,970.0","0.46K","-4.65%"
"Jan 28, 2018","11,715.0","11,510.0","11,725.0","11,510.0","-","7.72%"
"Jan 26, 2018","10,875.0","11,105.0","11,620.0","10,250.0","-","-3.29%"
"Jan 25, 2018","11,245.0","11,090.0","11,710.0","10,830.0","0.77K","1.17%"
"Jan 24, 2018","11,115.0","10,790.0","11,455.0","10,435.0","0.84K","0.18%"
"Jan 23, 2018","11,095.0","10,625.0","11,350.0","9,865.0","1.24K","7.15%"
"Jan 22, 2018","10,355.0","11,300.0","11,830.0","9,955.0","1.14K","-9.13%"
"Jan 21, 2018","11,395.0","11,370.0","11,480.0","11,370.0","-","0.31%"
"Jan 19, 2018","11,360.0","11,335.0","12,030.0","10,990.0","0.98K","-3.85%"
"Jan 18, 2018","11,815.0","11,125.0","12,075.0","10,645.0","1.71K","7.95%"
"Jan 17, 2018","10,945.0","11,190.0","11,800.0","9,225.0","2.66K","-1.93%"
"Jan 16, 2018","11,160.0","13,600.0","14,280.0","11,160.0","2.55K","-17.27%"
"Jan 15, 2018","13,490.0","13,660.0","14,280.0","13,360.0","-","-1.24%"
"Jan 14, 2018","13,660.0","13,600.0","13,700.0","13,600.0","-","-2.04%"
"Jan 12, 2018","13,945.0","13,000.0","14,080.0","12,850.0","0.79K","4.18%"
"Jan 11, 2018","13,385.0","14,500.0","14,910.0","12,820.0","1.30K","-7.37%"
"Jan 10, 2018","14,450.0","14,405.0","14,720.0","13,480.0","0.89K","-2.03%"
"Jan 09, 2018","14,750.0","14,675.0","15,365.0","14,185.0","0.86K","-1.04%"
"Jan 08, 2018","14,905.0","16,425.0","16,455.0","13,870.0","0.96K","-8.22%"
"Jan 07, 2018","16,240.0","16,425.0","16,455.0","16,215.0","-","-2.11%"
"Jan 05, 2018","16,590.0","15,085.0","16,845.0","14,870.0","0.81K","11.34%"
"Jan 04, 2018","14,900.0","14,925.0","15,470.0","14,205.0","0.76K","-0.50%"
"Jan 03, 2018","14,975.0","14,900.0","15,450.0","14,650.0","0.72K","0.81%"
"Jan 02, 2018","14,855.0","13,955.0","15,245.0","13,080.0","0.73K","9.79%"
"Jan 01, 2018","13,530.0","13,955.0","13,955.0","13,490.0","-","-6.50%"
"Dec 29, 2017","14,470.0","13,965.0","15,005.0","13,835.0","1.08K","5.27%"
"Dec 28, 2017","13,745.0","15,150.0","15,280.0","13,360.0","0.75K","-6.43%"
"Dec 27, 2017","14,690.0","15,655.0","16,545.0","14,460.0","0.51K","-6.94%"
"Dec 26, 2017","15,785.0","13,900.0","16,100.0","13,700.0","0.41K","14.72%"
"Dec 25, 2017","13,760.0","13,900.0","13,900.0","13,730.0","-","-2.65%"
"Dec 22, 2017","14,135.0","15,595.0","15,825.0","12,265.0","2.37K","-7.80%"
"Dec 21, 2017","15,330.0","16,400.0","17,270.0","15,080.0","0.88K","-10.04%"
"Dec 20, 2017","17,040.0","17,745.0","18,350.0","16,435.0","0.78K","-6.37%"
"Dec 19, 2017","18,200.0","19,135.0","19,725.0","17,180.0","0.56K","-4.71%"
"Dec 18, 2017","19,100.0","20,650.0","20,650.0","18,345.0","1.05K","-2.53%"
"Dec 17, 2017","19,595.0","20,650.0","20,650.0","19,315.0","-","8.26%"
"Dec 15, 2017","18,100.0","18,100.0","18,100.0","18,100.0","-","7.29%"
"Dec 14, 2017","16,870.0","16,870.0","16,870.0","16,870.0","-","-4.09%"
"Dec 13, 2017","17,590.0","17,590.0","17,590.0","17,590.0","-","1.79%"
"Dec 12, 2017","17,280.0","17,280.0","17,280.0","17,280.0","-","2.92%"
"Dec 11, 2017","16,790.0","16,790.0","16,790.0","16,790.0","-","8.88%"
"Dec 08, 2017","15,420.0","15,420.0","15,420.0","15,420.0","-","516.80%"
"Dec 07, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Dec 06, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Dec 05, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Dec 04, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Dec 01, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 30, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 29, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 28, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 27, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 24, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 23, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 22, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 21, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 20, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 17, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 16, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 14, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 13, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 10, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 09, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 08, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 07, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 06, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 03, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 02, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Nov 01, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 31, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 30, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 27, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 26, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 25, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 24, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 23, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 20, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 19, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 18, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 17, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 13, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 12, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 11, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 10, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 09, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 06, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 05, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 04, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 03, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Oct 02, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 29, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 28, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 27, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 26, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 25, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 22, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 21, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 20, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 19, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","0.00%"
"Sep 18, 2017","2,500.0","2,500.0","2,500.0","2,500.0","-","97.63%"
"Sep 15, 2017","1,265.0","1,265.0","1,265.0","1,265.0","-","15.00%"
"Sep 14, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 13, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 12, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 11, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 08, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 07, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 06, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 05, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 04, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Sep 01, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 31, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 30, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 29, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 28, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 23, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 22, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 21, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 18, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 17, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 16, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 14, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 11, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 10, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 09, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 08, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 07, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 04, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 03, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 02, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Aug 01, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 31, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 28, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 27, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 26, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 25, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 24, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 21, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 20, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 19, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 18, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 17, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 14, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 13, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 12, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 11, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 10, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 07, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 06, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 05, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 04, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jul 03, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 30, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 29, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 27, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 26, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 23, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 22, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 21, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 20, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 19, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","0.00%"
"Jun 16, 2017","1,100.0","1,100.0","1,100.0","1,100.0","-","-55.05%"
"Jun 15, 2017","2,447.0","2,447.0","2,447.0","2,447.0","-","175.56%"
"Jun 14, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 13, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 12, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 09, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 08, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 07, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 06, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 02, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Jun 01, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 31, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 30, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 29, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 26, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 25, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 24, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 23, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 22, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 19, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 18, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 17, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 16, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 15, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 12, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 11, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 10, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 05, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 04, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"May 03, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 28, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 27, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 26, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 25, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 24, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 21, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 20, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 19, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 18, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 14, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 13, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 12, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 11, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 10, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 07, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 06, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 05, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 04, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Apr 03, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 31, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 30, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 29, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 28, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 27, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 24, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 23, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 22, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 21, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 20, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 17, 2017","888.0","888.0","888.0","888.0","-","0.00%"
"Mar 16, 2017","888.0","888.0","888.0","888.0","-","-16.16%"
"Mar 14, 2017","1,059.2","1,059.2","1,059.2","1,059.2","0.00K","15.01%"
"Mar 13, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 10, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 09, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 07, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 06, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 03, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 02, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Mar 01, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Feb 28, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Feb 27, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Feb 24, 2017","921.0","921.0","921.0","921.0","-","0.00%"
"Feb 23, 2017","921.0","921.0","921.0","921.0","-","0.00%"